Market,err_2025 Q3,err_2025 Q4,err_2026 Q1,MAE,MeanError,Variable
Santa Rosa - CA,-4.096849522716717e-05,-8.193699045444536e-05,0.004624193604696458,0.001582366363459357,0.0015004293730049485,Supply
Sarasota - FL,-0.011627363907485089,-0.04183032445518564,-0.038684395447824205,0.030714027936831645,-0.030714027936831645,Supply
Savannah - GA,-0.01820026326424573,-0.03501872469694689,-0.05456788837423532,0.03592895877847598,-0.03592895877847598,Supply
Scranton - PA,-0.00010697475395804457,-0.00010697475395804457,-0.0002139495079159781,0.00014263300527735576,-0.00014263300527735576,Supply
Seattle - WA,-0.002150138547259317,-0.0010813395104782852,-0.0004990356035596832,0.0012435045537657619,-0.0012435045537657619,Supply
Shreveport - LA,-4.0521922360037266e-05,-8.104384471996351e-05,-0.0021895132823730457,0.0007703596831510154,-0.0007703596831510154,Supply
Spokane - WA,-0.010581234919750937,-0.0106271496560858,-0.003280791842545483,0.008163058806127407,-0.008163058806127407,Supply
Springfield - MA,-4.120143381003416e-05,-8.240286761984628e-05,-0.00012360430142954737,8.240286761980926e-05,-8.240286761980926e-05,Supply
Springfield - MO,-0.0022777004109766352,-0.007566997607486137,-0.01026808173755156,0.006704259918671444,-0.006704259918671444,Supply
Stamford - CT,-0.004667811343078698,-0.011005806558069153,-0.009385404036843514,0.008353007312663788,-0.008353007312663788,Supply
Stockton - CA,-3.439617514522375e-05,-6.879235029078057e-05,-0.0003398364365753137,0.00014767498733710602,-0.00014767498733710602,Supply
Syracuse - NY,-0.010918009457100752,-0.010976071351079586,-0.009640647789562973,0.010511576199247771,-0.010511576199247771,Supply
Tallahassee - FL,-4.027548431284611e-05,-0.00735471562840373,-0.009268942368286126,0.005554644493667567,-0.005554644493667567,Supply
Tampa - FL,-0.0007635653797823938,0.0006153575830243341,-0.0014598305167519143,0.0009462511598528808,-0.0005360127711699914,Supply
Toledo - OH,-0.007892220881151935,-0.007941112268934014,-0.004897825001502376,0.006910386050529442,-0.006910386050529442,Supply
Trenton - NJ,-0.016741667158940432,-0.016050197669554178,0.0020263122094688057,0.011606059012654471,-0.010255184206341935,Supply
Tucson - AZ,0.004145534184830435,-0.0002976192148884671,0.0005794006595019052,0.0016741846864069358,0.001475771876481291,Supply
Tulsa - OK,-0.009210440210841497,-0.007481466878241694,-0.005976914384797194,0.007556273824626795,-0.007556273824626795,Supply
Vallejo-Fairfield - CA,-0.0038349058263255076,-0.003887305742485858,-0.022537026383626202,0.010086412650812523,-0.010086412650812523,Supply
Ventura - CA,-0.0026868639405088768,-0.0027281417904758687,-0.003664032301683662,0.003026346010889469,-0.003026346010889469,Supply
Visalia - CA,-0.02658471432523679,0.0001678246888825452,0.0001678246888825452,0.008973454567667294,-0.0087496883158239,Supply
Washington - DC,-0.0023351692384137035,-0.0040360379257100565,-0.0034559136004876922,0.0032757069215371506,-0.0032757069215371506,Supply
Wichita - KS,-0.004068808184658712,0.011177926609592381,0.00841762483577746,0.007888119876676184,0.005175581086903709,Supply
Winston-Salem - NC,-2.841554898835863e-05,0.006221758191796711,0.004679368687688701,0.0036431808094912568,0.0036242371101656845,Supply
Worcester - MA,-3.044510747118867e-05,-9.133532241356601e-05,-0.008975439888899706,0.0030324067729281534,-0.0030324067729281534,Supply
York - PA,-7.800312012484767e-05,-0.00408967343376454,-0.014962716670592457,0.006376797741493949,-0.006376797741493949,Supply
Youngstown - OH,-0.0008188472652039813,-0.0008743843084118019,-0.0009299213516197335,0.0008743843084118389,-0.0008743843084118389,Supply
