Market,err_2025 Q3,err_2025 Q4,err_2026 Q1,MAE,MeanError,Variable
Provo - UT,0.012298263101023332,0.02860285636282134,0.0466263626409672,0.029175827368270624,0.029175827368270624,SalePrice
Raleigh - NC,-0.00236813713645434,-0.0015476158619431857,-0.0006641931685822389,0.0015266487223265883,-0.0015266487223265883,SalePrice
Reading - PA,0.012453155905972846,0.023954433717033208,0.035654252178446866,0.02402061393381764,0.02402061393381764,SalePrice
Reno - NV,0.00695744254010755,0.017233569199383902,0.026059081895841496,0.01675003121177765,0.01675003121177765,SalePrice
Richmond - VA,-0.0015585293230240271,-0.003723889755388843,-0.006383091629147186,0.0038885035691866854,-0.0038885035691866854,SalePrice
Rochester - NY,0.014570604651821695,0.023740093192426537,0.03353230179178657,0.023947666545344932,0.023947666545344932,SalePrice
Sacramento - CA,0.012379429042744694,0.028025694371353493,0.04480309886554057,0.028402740759879586,0.028402740759879586,SalePrice
Saint Louis - MO,0.0027013421258674786,0.005551631016198266,0.015994969827051397,0.00808264765637238,0.00808264765637238,SalePrice
Salem - OR,0.017982241880483363,0.03471406532238286,0.052547808642053884,0.035081371948306704,0.035081371948306704,SalePrice
Salinas - CA,0.017694798624327213,0.029920945029885626,0.04390399782255283,0.030506580492255225,0.030506580492255225,SalePrice
Salisbury - MD,0.013805795115470199,0.029050070203373357,0.045480027284160895,0.029445297534334818,0.029445297534334818,SalePrice
