feature,lr_coef,rf_importance
x_ask_g,0.3442869904656288,0.19097333767966376
x_emp_g,-0.00185397903973622,0.057031842414848155
x_pop_g,-0.12118566295407715,0.05167375939705638
x_inv_g,-0.083041458152138,0.06683689744259991
x_inc_g,-0.007840439038467118,0.10873177891601413
x_sp_g,0.22591383314433783,0.5247523841498176
