Market,err_2025 Q3,err_2025 Q4,err_2026 Q1,MAE,MeanError,Variable
Akron - OH,0.007306421081292314,0.009501061091218843,0.013007292433750095,0.009938258202087083,0.009938258202087083,EffectiveRent
Albany - NY,0.001766892617808491,0.0034089989580905478,0.006439335587269168,0.0038717423877227355,0.0038717423877227355,EffectiveRent
Albuquerque - NM,0.011794930990509211,0.0214442478711786,0.03242770598722289,0.021888961616303566,0.021888961616303566,EffectiveRent
Anchorage - AK,0.004586154908013174,0.0022908337902293185,0.014781093173045656,0.007219360623762716,0.007219360623762716,EffectiveRent
Asheville - NC,0.017375626123025567,0.03636961462088173,0.06633972608078353,0.040028322274896944,0.040028322274896944,EffectiveRent
Atlanta - GA,0.006992650955581103,0.013905990423165981,0.021777724856918534,0.01422545541188854,0.01422545541188854,EffectiveRent
Augusta - GA,0.00840462936273223,0.02201982621487908,0.025051248811197913,0.018491901462936406,0.018491901462936406,EffectiveRent
Austin - TX,0.026538732671003262,0.045665020572820514,0.0606086648317673,0.04427080602519703,0.04427080602519703,EffectiveRent
Bakersfield - CA,0.007478182181747783,0.012833979326978495,0.017975162153091917,0.012762441220606066,0.012762441220606066,EffectiveRent
Baltimore - MD,0.007275349226231076,0.014736541889425192,0.020977100681459082,0.014329663932371783,0.014329663932371783,EffectiveRent
Baton Rouge - LA,0.01779660069867517,0.019853567471185496,0.02392645180539754,0.020525539991752734,0.020525539991752734,EffectiveRent
Beaumont - TX,-0.0031507503543133364,0.013147320998100342,0.01899334231931471,0.011763804557242796,0.009663304321033905,EffectiveRent
Birmingham - AL,0.01314575905777371,0.020158259465803963,0.023751486513287845,0.019018501678955173,0.019018501678955173,EffectiveRent
Boise - ID,0.010876944239030517,0.025717997773930246,0.013979127326124718,0.016858023113028493,0.016858023113028493,EffectiveRent
Boston - MA,0.016552270164507665,0.02447965821416076,0.029269539757560414,0.02343382271207628,0.02343382271207628,EffectiveRent
Brownsville-Harlingen - TX,0.012749605678334497,0.02101419396566928,0.03357458451819162,0.022446128054065134,0.022446128054065134,EffectiveRent
Buffalo - NY,0.006617675324088079,0.008259922153060817,0.011872710685054022,0.008916769387400972,0.008916769387400972,EffectiveRent
Canton - OH,-0.004621949996149288,-0.0020531553916145473,0.002946849697464282,0.003207318361742706,-0.0012427518967665179,EffectiveRent
Charleston - SC,0.01446706571856149,0.022548007141797055,0.019092152514443628,0.01870240845826739,0.01870240845826739,EffectiveRent
Charlotte - NC,0.015913815323373326,0.0210364454020594,0.03182675606652419,0.022925672263985637,0.022925672263985637,EffectiveRent
