Market,2016 Q1,2016 Q2,2016 Q3,2016 Q4,2017 Q1,2017 Q2,2017 Q3,2017 Q4,2018 Q1,2018 Q2,2018 Q3,2018 Q4,2019 Q1,2019 Q2,2019 Q3,2019 Q4,2020 Q1,2020 Q2,2020 Q3,2020 Q4,2021 Q1,2021 Q2,2021 Q3,2021 Q4,2022 Q1,2022 Q2,2022 Q3,2022 Q4,2023 Q1,2023 Q2,2023 Q3,2023 Q4,2024 Q1,2024 Q2,2024 Q3,2024 Q4,2025 Q1,2025 Q2,2025 Q3,2025 Q4,2026 Q1,2026 Q2 EST,2026 Q2 QTD,2026 Q3,2026 Q4,2027 Q1,2027 Q2,2027 Q3,2027 Q4,2028 Q1,2028 Q2,2028 Q3,2028 Q4,2029 Q1,2029 Q2,2029 Q3,2029 Q4,2030 Q1,2030 Q2,2030 Q3,2030 Q4,2031 Q1
Toledo - OH,101.0,68.0,298.0,20.0,0.0,0.0,108.0,0.0,206.0,0.0,122.0,66.0,0.0,415.0,0.0,454.0,133.0,0.0,0.0,360.0,301.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,253.0,0.0,351.0,0.0,528.0,0.0,320.0,0.0,0.0,0.0,208.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,
Trenton - NJ,138.0,0.0,0.0,0.0,66.0,232.0,45.0,530.0,14.0,0.0,19.0,0.0,35.0,495.0,842.0,0.0,64.0,0.0,0.0,109.0,0.0,0.0,6.0,0.0,0.0,535.0,349.0,221.0,0.0,470.0,125.0,72.0,806.0,160.0,120.0,0.0,0.0,45.0,6.0,30.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,
Tucson - AZ,0.0,25.0,0.0,0.0,0.0,327.0,8.0,226.0,325.0,34.0,404.0,0.0,244.0,182.0,312.0,323.0,52.0,582.0,0.0,64.0,8.0,324.0,8.0,433.0,633.0,288.0,128.0,249.0,1003.0,288.0,370.0,35.0,305.0,208.0,0.0,59.0,864.0,16.0,0.0,312.0,54.0,,0.0,,,,,,,,,,,,,,,,,,,
Tulsa - OK,674.0,768.0,171.0,341.0,33.0,44.0,326.0,39.0,110.0,0.0,493.0,121.0,92.0,0.0,138.0,0.0,111.0,50.0,637.0,0.0,314.0,0.0,342.0,40.0,0.0,320.0,502.0,262.0,620.0,707.0,0.0,78.0,1224.0,899.0,214.0,72.0,283.0,6.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,
Vallejo-Fairfield - CA,78.0,0.0,63.0,0.0,0.0,10.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,245.0,0.0,0.0,0.0,0.0,0.0,281.0,160.0,0.0,75.0,0.0,37.0,0.0,132.0,180.0,162.0,120.0,0.0,0.0,168.0,72.0,0.0,169.0,0.0,186.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,
Ventura - CA,0.0,10.0,261.0,668.0,137.0,37.0,72.0,451.0,269.0,106.0,0.0,36.0,8.0,231.0,0.0,0.0,0.0,47.0,55.0,0.0,494.0,238.0,0.0,294.0,96.0,306.0,0.0,0.0,0.0,0.0,0.0,79.0,0.0,369.0,727.0,0.0,358.0,132.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,
Visalia - CA,0.0,168.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,168.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219.0,0.0,126.0,80.0,308.0,0.0,216.0,48.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,,0.0,,,,,,,,,,,,,,,,,,,
Washington - DC,2797.0,3795.0,3201.0,2664.0,2883.0,6216.0,3314.0,2990.0,4806.0,1889.0,4171.0,3800.0,2583.0,3816.0,2447.0,2258.0,6078.0,3326.0,2312.0,4282.0,3714.0,3533.0,1230.0,3526.0,5007.0,4160.0,5013.0,2869.0,3998.0,1565.0,1281.0,2582.0,3048.0,1686.0,1216.0,1433.0,2138.0,981.0,1519.0,2675.0,2901.0,,109.0,,,,,,,,,,,,,,,,,,,
Wichita - KS,13.0,176.0,228.0,467.0,0.0,454.0,296.0,334.0,348.0,0.0,0.0,0.0,0.0,0.0,8.0,204.0,0.0,0.0,0.0,0.0,351.0,106.0,40.0,36.0,382.0,76.0,507.0,18.0,36.0,150.0,27.0,0.0,0.0,270.0,200.0,170.0,0.0,139.0,36.0,0.0,36.0,,0.0,,,,,,,,,,,,,,,,,,,
Winston-Salem - NC,115.0,376.0,39.0,0.0,0.0,0.0,573.0,139.0,0.0,336.0,0.0,224.0,0.0,32.0,380.0,12.0,224.0,204.0,0.0,0.0,272.0,6.0,170.0,0.0,562.0,0.0,542.0,163.0,483.0,64.0,0.0,0.0,22.0,0.0,0.0,59.0,0.0,0.0,0.0,312.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,
Worcester - MA,16.0,0.0,0.0,288.0,30.0,139.0,72.0,55.0,0.0,0.0,48.0,56.0,141.0,210.0,118.0,20.0,31.0,79.0,0.0,62.0,846.0,232.0,0.0,48.0,57.0,370.0,59.0,271.0,238.0,198.0,376.0,0.0,90.0,303.0,220.0,0.0,20.0,485.0,478.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,
York - PA,28.0,0.0,0.0,0.0,0.0,35.0,0.0,14.0,155.0,30.0,84.0,378.0,0.0,0.0,18.0,0.0,248.0,32.0,0.0,19.0,0.0,0.0,16.0,0.0,615.0,0.0,148.0,0.0,122.0,534.0,43.0,0.0,41.0,450.0,240.0,64.0,0.0,963.0,0.0,328.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,
Youngstown - OH,0.0,0.0,0.0,0.0,132.0,0.0,0.0,0.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,
