Market,1,3,5,10,1 Yr. Ranking,3 Yr. Ranking,5 Yr. Ranking,10 Yr. Ranking
,1.0670107794473929,1.0036930928727077,1.2518348201705354,1.4563861315850286,12,12,52,109
