Market,1,1 Yr. Ranking,3,3 Yr. Ranking,5,5 Yr. Ranking,10,10 Yr. Ranking
,0.9997638662958493,6,1.0050112819436428,15,1.0134858582148292,17,1.0355512410138008,18
