Market,1,1 Yr. Ranking,3,3 Yr. Ranking,5,5 Yr. Ranking,10,10 Yr. Ranking
,0.9998666204284152,6,1.0037079520900578,9,1.0106970416411023,10,1.0396670845893243,18
