Market,2020 Q2,2020 Q3,2020 Q4,2021 Q1,2021 Q2,2021 Q3,2021 Q4,2022 Q1,2022 Q2,2022 Q3,2022 Q4,2023 Q1,2023 Q2,2023 Q3,2023 Q4,2024 Q1,2024 Q2,2024 Q3,2024 Q4,2025 Q1
Manchester - NH,1,1.0,1.0,1.0,1.0080420522958038,1.0080420522958038,1.008581184293288,1.010243507952197,1.0206667265702218,1.0290232725312247,1.0296073321951658,1.0490610117710486,1.0549016084104592,1.0554407404079431,1.073771228322401,1.0838799532752268,1.0903495372450356,1.1078713271632672,1.115823524126157,1.1205858567705993
McAllen - TX,1,1.003587041811456,1.0062773231700481,1.0066136083398722,1.0227552964914248,1.0227552964914248,1.0234278668310728,1.0357583230579532,1.0561596233606099,1.0831745320031387,1.0848559578522587,1.1003811231924672,1.1052012106266114,1.1198296155139558,1.1234166573254118,1.1277323170048201,1.1662930164779732,1.185517318686246,1.193307925120502,1.2139334155363748
Melbourne - FL,1,1.0282458952475848,1.0401161027596066,1.048650522029199,1.0611705584196163,1.0779361434822163,1.082268336004852,1.0825282675562102,1.0992938526188103,1.1219945414374215,1.1349911190053286,1.160161157561842,1.189403457089633,1.1885803405103323,1.2041329116665944,1.2236277780184552,1.2514837759390027,1.2999610102672963,1.3044664904908374,1.345665641381103
Memphis - TN,1,0.9998331055920058,0.9998331055920058,1.0051111412448237,1.0106395185096329,1.013476723445535,1.0153021310329722,1.0167415953019223,1.016574700893928,1.0260981130500997,1.0263067310600924,1.032054157235394,1.0363099646392473,1.036435135445243,1.0392932021821444,1.0412959350780753,1.0446233923374606,1.0484098092188299,1.0539486173841388,1.0664239743817083
Miami - FL,1,1.00891832751789,1.0199893547814773,1.0262996037613106,1.0373351469631558,1.049234135667396,1.0574723520018925,1.0592761251404577,1.0701697320953338,1.086214442013129,1.0930569519190962,1.1050209947365308,1.115258146549175,1.121568395529008,1.130971671890709,1.1400496776864393,1.158170205216157,1.1703234963628837,1.1889940268496066,1.1950736294281152
Milwaukee - WI,1,1.0034343946175717,1.0089519466261296,1.0139909354502716,1.018035263538177,1.0238249397104224,1.026902757837645,1.0323452411113927,1.0387823851213767,1.046495697623136,1.04979872195479,1.054875245146337,1.0599893027052896,1.0700485131698712,1.0765607259146657,1.0832512269046346,1.0904672090382757,1.0961818164757107,1.1039514305285778,1.115455714138258
Minneapolis - MN,1,1.0147497267387708,1.0239108891941664,1.0323150010845388,1.044682995708629,1.0575315898487174,1.0695380715625438,1.0798645815169081,1.0919816436503447,1.110248678351331,1.1150886982558066,1.121553399709939,1.1343381974540985,1.1490283808900021,1.1657600489956321,1.179416730817487,1.1881653432458756,1.2009671533622828,1.2105919029614287,1.2154319228659043
Mobile - AL,1,1.0,1.0036101083032491,1.0036101083032491,1.0036101083032491,1.0074030069003337,1.0074030069003337,1.0101448613078645,1.0101448613078645,1.0101448613078645,1.0101448613078645,1.009093817118311,1.009093817118311,1.0167710094593978,1.0167710094593978,1.0167710094593978,1.0167710094593978,1.0167710094593978,1.0167710094593978,1.0167710094593978
Modesto - CA,1,1.0061633281972264,1.0061633281972264,1.0061633281972264,1.0061633281972264,1.0061633281972264,1.0061633281972264,1.0061633281972264,1.008382126348228,1.008382126348228,1.008382126348228,1.008382126348228,1.0240369799691833,1.0240369799691833,1.026995377503852,1.026995377503852,1.026995377503852,1.026995377503852,1.026995377503852,1.026995377503852
Montgomery - AL,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.006060027675717,1.006060027675717,1.006060027675717,1.006060027675717,1.0076823972896884,1.0076823972896884,1.0076823972896884,1.0076823972896884,1.0076823972896884
Myrtle Beach - SC,1,1.0,1.0694393416121684,1.0989786170916305,1.1366007788963186,1.1396869718568594,1.1677566316408259,1.23190535674921,1.256154015724888,1.308251892130208,1.3161143361011096,1.353589536336248,1.4785068704533764,1.5588948489969874,1.6113601293261812,1.674333161878169,1.749283562348446,1.912263942978911,2.036372988463517,2.1275626423690204
