Market,2016 Q1,2016 Q2,2016 Q3,2016 Q4,2017 Q1,2017 Q2,2017 Q3,2017 Q4,2018 Q1,2018 Q2,2018 Q3,2018 Q4,2019 Q1,2019 Q2,2019 Q3,2019 Q4,2020 Q1,2020 Q2,2020 Q3,2020 Q4,2021 Q1,2021 Q2,2021 Q3,2021 Q4,2022 Q1,2022 Q2,2022 Q3,2022 Q4,2023 Q1,2023 Q2,2023 Q3,2023 Q4,2024 Q1,2024 Q2,2024 Q3,2024 Q4,2025 Q1,2025 Q2,2025 Q3,2025 Q4,2026 Q1
Baton Rouge - LA,407457.5,408710.78125,406759.625,406338.5,410221.1875,410212.09375,410188.28125,409043.625,410540.09375,415155.40625,416649.6875,418265.28125,418877.28125,417038.40625,414724.625,414822.5,412959.8125,367626.71875,388015.8125,396184.90625,395328.875,398457.40625,400658.28125,409926.09375,410467.71875,410134.3125,413770.90625,413289.78125,414555.3125,415244.6875,418923.1875,423439.0,428658.90625,431776.875,430982.59375,432851.71875,435542.6875,434931.21875,435271.21875,435902.59375,436143.0
Beaumont - TX,163508.1875,161901.90625,162218.40625,161790.0,162284.1875,162080.90625,160576.59375,160361.609375,161407.203125,162644.703125,163242.5,162804.796875,163090.890625,163378.59375,163297.609375,164275.609375,163910.5,147238.296875,150072.09375,150232.1875,148877.59375,149792.0,150780.0,151553.703125,154050.296875,155634.796875,158032.390625,160218.5,160146.390625,161215.8125,162370.1875,163097.3125,166174.5,168056.109375,169077.0,170237.59375,170455.90625,170629.390625,170651.203125,170718.703125,170736.5
Birmingham - AL,523797.90625,524834.6875,526087.5625,526699.25,528597.125,529550.75,532978.25,533950.5,536970.1875,539462.25,541787.875,544147.6875,546520.875,549246.5,550500.5,550129.875,550268.625,503812.09375,524146.4375,531447.3125,534872.375,536693.625,541408.625,546523.6875,549532.5625,552757.875,556106.5,558382.6875,562144.4375,563006.3125,565729.625,567821.3125,570155.6875,571818.125,571612.6875,570580.375,572804.1875,573634.5,573572.375,573145.625,573025.8125
Boise - ID,299626.5,301662.8125,306050.5,308539.0,311385.90625,315406.90625,318320.8125,321355.71875,326142.40625,329985.90625,334345.6875,337062.59375,339561.875,343441.40625,346453.5,350719.09375,353689.40625,329310.0,345655.09375,352375.5,359292.90625,363656.90625,367969.90625,371439.40625,377666.28125,382048.875,386235.0,388469.09375,389141.125,393231.90625,393861.125,401321.28125,398912.1875,403428.09375,407282.40625,411379.6875,413457.6875,415441.1875,416343.90625,416998.8125,417766.0
Boston - MA,2627333.0,2637006.0,2657137.0,2662780.0,2675942.0,2682307.0,2695347.0,2701812.0,2712307.0,2723958.0,2726226.0,2737618.0,2750311.0,2765248.0,2770562.0,2781818.0,2786812.0,2351357.0,2503938.0,2553748.0,2573455.0,2605741.0,2641299.0,2669471.0,2695247.0,2709848.0,2723831.0,2734609.0,2748969.0,2753123.0,2758594.0,2764680.0,2767274.0,2768200.0,2763263.0,2771897.0,2769591.0,2771124.0,2770671.0,2770919.0,2771689.0
Brownsville-Harlingen - TX,140339.796875,140625.203125,141471.5,142090.296875,141778.109375,142074.59375,141416.703125,141718.796875,142304.59375,142726.296875,143091.203125,143727.703125,144119.09375,145095.90625,146138.203125,146574.59375,148042.796875,137156.6875,141559.6875,144564.296875,145977.296875,148459.90625,149413.796875,151786.296875,153217.796875,154170.59375,156269.890625,157253.40625,158880.703125,159783.796875,160070.609375,161562.703125,161972.59375,161978.890625,163227.203125,163749.203125,164800.796875,165347.390625,165821.203125,166161.703125,166359.09375
Buffalo - NY,556971.625,558711.125,559901.1875,560707.8125,562318.9375,561574.125,564167.1875,565377.0,563394.3125,565476.0,567435.125,566787.1875,567256.6875,567329.4375,565360.875,565730.6875,565502.9375,463552.71875,507356.28125,515910.59375,518071.21875,524505.125,529279.5,535622.625,541207.25,541244.1875,542903.875,547221.6875,550453.1875,551050.875,553898.375,553443.125,554815.5,558662.0,556169.125,561015.0,563602.125,562635.8125,563514.3125,563628.5,563796.875
Canton - OH,172150.609375,172008.296875,171793.90625,172804.5,173302.90625,173532.109375,173305.40625,174144.0,174319.796875,173336.703125,173534.703125,173325.5,173375.59375,172869.59375,173160.09375,173209.390625,173044.40625,153233.59375,163309.796875,164368.609375,165145.40625,166209.796875,166741.0,167772.59375,167870.1875,167947.09375,167942.703125,168047.890625,169139.609375,169341.5,170802.0,171904.296875,172810.8125,173465.390625,174291.703125,174017.0,174103.296875,174841.703125,174795.90625,174770.5,174676.109375
Charleston - SC,339880.3125,342221.3125,345150.5,345376.0,348969.3125,351058.6875,353675.0,355012.6875,360620.3125,365892.3125,365588.59375,367925.59375,371048.40625,374212.3125,376207.625,377087.09375,376857.5,332123.40625,351553.40625,359343.6875,363259.875,366620.6875,373268.0,377488.3125,383860.28125,387905.5,395313.8125,399530.21875,404829.3125,410016.21875,413790.8125,417500.875,419621.5,422360.6875,424531.09375,429540.59375,432564.5,437705.90625,438820.1875,438822.0,439209.59375
Charlotte - NC,1142530.0,1152562.0,1163125.0,1170399.0,1178832.0,1186696.0,1195577.0,1198334.0,1206694.0,1215955.0,1224868.0,1231657.0,1241088.0,1247852.0,1257735.0,1264669.0,1271248.0,1151982.0,1212843.0,1241833.0,1245924.0,1253850.0,1263986.0,1286943.0,1302534.0,1315791.0,1326515.0,1335088.0,1345823.0,1353367.0,1361917.0,1368596.0,1371682.0,1378741.0,1381899.0,1388591.0,1403133.0,1411136.0,1415113.0,1417492.0,1419722.0
Chattanooga - TN,247472.703125,248670.59375,250559.09375,251270.296875,253063.5,255554.5,256376.0,257071.28125,258318.109375,260571.28125,262034.0,263084.59375,264207.21875,265082.3125,265854.1875,266781.1875,265917.125,243298.203125,254130.59375,258855.5,258185.484375,259155.484375,262407.1875,263956.0,267540.0,270738.59375,277321.59375,281923.3125,285352.28125,287131.1875,290380.09375,292234.0,293698.40625,296811.09375,297907.1875,296695.09375,297210.375,297164.0,297577.09375,297719.3125,297958.3125
Chicago - IL,4557554.0,4567229.0,4588995.0,4601531.0,4611301.0,4615260.0,4628897.0,4634207.0,4643502.0,4647382.0,4666084.0,4669103.0,4668926.0,4684697.0,4693082.0,4700088.0,4693234.0,4101437.0,4301486.0,4329828.0,4364086.0,4402346.0,4463755.0,4533083.0,4574688.0,4599361.0,4656236.0,4666227.0,4690543.0,4702765.0,4725134.0,4715576.0,4712880.0,4725471.0,4749968.0,4746486.0,4756805.0,4759438.0,4762994.0,4760436.0,4759636.0
Cincinnati - OH,1074520.0,1077961.0,1084659.0,1087540.0,1092414.0,1095619.0,1099678.0,1101025.0,1103060.0,1107103.0,1113620.0,1114930.0,1114244.0,1118840.0,1122392.0,1128928.0,1125239.0,995097.5,1058682.0,1071163.0,1081346.0,1086342.0,1101510.0,1112524.0,1123408.0,1130540.0,1139682.0,1145384.0,1154833.0,1155352.0,1157754.0,1157894.0,1156985.0,1160565.0,1165990.0,1167516.0,1168865.0,1172977.0,1174044.0,1174968.0,1175370.0
Cleveland - OH,1083528.0,1081318.0,1084925.0,1085411.0,1085457.0,1088362.0,1090648.0,1091205.0,1094174.0,1098809.0,1102861.0,1105708.0,1109517.0,1110848.0,1112663.0,1113927.0,1110005.0,979389.0,1028285.0625,1040790.0625,1048277.0,1048511.0,1060392.0,1066459.0,1069494.0,1075833.0,1079922.0,1086081.0,1089515.0,1086483.0,1090067.0,1092174.0,1095058.0,1096622.0,1096527.0,1096879.0,1100301.0,1105982.0,1105765.0,1105051.0,1104609.0
Colorado Springs - CO,274596.71875,276430.0,278487.6875,280919.59375,283589.59375,284981.40625,286931.875,288231.40625,290100.3125,291548.09375,292610.8125,294380.40625,296392.6875,298417.375,301372.5,303383.09375,304619.5,277461.6875,293441.5,295496.71875,297755.09375,300782.90625,305292.125,310651.78125,314461.09375,316094.59375,315765.5,320003.90625,323190.625,325928.3125,328606.40625,330531.3125,331348.59375,332071.90625,334209.59375,334823.0,334721.40625,336043.6875,336892.09375,337069.78125,337478.0
Columbia - SC,390438.5,393451.5,396519.09375,397387.09375,397205.09375,398960.59375,396493.1875,396559.5,399224.90625,400566.3125,400095.6875,398422.40625,399605.90625,402485.5,405628.375,405822.0,403559.21875,372583.8125,386574.71875,389883.59375,393862.21875,395360.28125,397926.0,403312.1875,408070.09375,410933.0,413471.59375,414622.5,417852.8125,421039.21875,424822.125,425807.59375,426991.5,429539.71875,433255.71875,436497.3125,436881.1875,439410.875,440380.71875,440175.8125,440409.5
Columbus - OH,1054078.0,1057715.0,1064045.0,1071235.0,1078266.0,1083968.0,1086083.0,1088774.0,1092810.0,1097710.0,1103427.0,1103710.0,1105290.0,1109583.0,1115562.0,1121694.0,1119505.0,1006586.0,1064480.0,1075697.0,1086479.0,1089239.0,1106942.0,1119171.0,1133132.0,1130839.0,1134727.0,1136822.0,1146639.0,1153087.0,1158388.0,1161530.0,1162088.0,1170683.0,1178492.0,1174974.0,1175925.0,1186282.0,1193205.0,1194067.0,1194816.0
Corpus Christi - TX,191928.5,191257.0,193039.59375,192703.796875,193342.890625,193604.90625,191265.703125,191322.0,192557.09375,193355.0,192786.703125,193301.609375,193345.90625,193816.5,193851.296875,193743.890625,192079.0,175406.40625,179362.59375,180405.296875,180779.90625,182527.796875,184868.0,186650.296875,187884.09375,189344.0,190989.109375,192102.296875,194487.203125,197248.703125,198230.296875,198325.5,198755.796875,197306.390625,199061.59375,200071.0,200203.703125,200950.890625,201113.796875,201202.5,201232.40625
Dallas-Fort Worth - TX,3438525.0,3463171.0,3493065.0,3518516.0,3545385.0,3564381.0,3584000.0,3607586.0,3624840.0,3650729.0,3676437.0,3696569.0,3717806.0,3745053.0,3780801.0,3815641.0,3826745.0,3488669.0,3622307.0,3690491.0,3726539.0,3771907.0,3846107.0,3925240.0,3979532.0,4033459.0,4102791.0,4146125.0,4173765.25,4194874.0,4214860.0,4229820.0,4244737.0,4261505.0,4281479.0,4294771.0,4309751.0,4317386.0,4325632.0,4333523.0,4342490.0
Dayton - OH,382560.59375,382813.125,383918.0,384575.71875,385354.1875,387409.59375,388396.0,388436.625,389174.40625,389541.28125,389337.1875,388600.8125,389720.625,391096.3125,391401.09375,391487.90625,392291.8125,347965.90625,368712.1875,372113.09375,371860.5,372615.125,375467.1875,377421.8125,380397.0,383213.5,385071.0,386103.59375,389340.90625,390068.21875,390661.71875,393648.5,395110.5,396082.09375,397020.125,396998.1875,396291.59375,397255.0,397449.5,396787.1875,396608.1875
Daytona Beach - FL,192393.90625,194714.40625,196896.390625,197628.6875,199101.890625,199929.703125,198896.296875,201176.109375,202441.296875,203214.296875,204444.5,204987.59375,205361.40625,205738.5,206079.5,207644.609375,207780.0,187799.109375,198498.703125,200343.0,203548.203125,205939.0,208626.203125,213504.5,213892.109375,215432.796875,217793.390625,219155.203125,221100.59375,222824.796875,224025.609375,226948.390625,228369.09375,228493.5,229146.5,229335.796875,230453.5,230904.6875,231170.296875,231397.5,231522.09375
Denver - CO,1419885.0,1425401.0,1435462.0,1442333.0,1449339.0,1458628.0,1468114.0,1477411.0,1488008.0,1500408.0,1507054.0,1510323.0,1519375.0,1531450.0,1545646.0,1552284.0,1554600.0,1390892.0,1449111.0,1467248.0,1484642.0,1503914.0,1526427.0,1553691.0,1573637.0,1587361.0,1594591.0,1611947.0,1618718.0,1628476.0,1632901.0,1630038.0,1636567.0,1637487.0,1645342.0,1645786.0,1637133.0,1645150.0,1649356.0,1650727.0,1652248.0
Des Moines - IA,366206.5,368085.6875,371316.90625,373960.5,374035.875,375825.1875,377266.59375,378549.1875,379856.125,381647.1875,381842.90625,381775.6875,382830.90625,384835.5,385803.5,388487.78125,388191.59375,349540.1875,367103.5,372413.21875,376094.21875,378476.1875,383897.625,386561.5,390786.90625,392231.5,395313.8125,399530.21875,403197.125,406719.3125,409824.875,411829.71875,412851.8125,415281.8125,414101.71875,412617.1875,411918.40625,411529.78125,411552.625,411546.59375,411652.8125
Detroit - MI,1956248.0,1966592.0,1979171.0,1990063.0,1995946.0,2005822.0,2011289.0,2013026.0,2021750.0,2030811.0,2034619.0,2039655.0,2037937.0,2040934.0,2047301.0,2046144.0,2041664.0,1626052.0,1856564.0,1883437.0,1901639.0,1903537.0,1935915.0,1970729.0,1990033.0,2006214.0,2018039.0,2023837.0,2034139.0,2046917.0,2052757.125,2042669.0,2049285.875,2058711.875,2060413.125,2070143.125,2069095.0,2069315.875,2069212.875,2068422.125,2068280.0
Durham - NC,305809.21875,309076.28125,310140.0,312532.1875,313549.71875,313775.78125,315688.375,317027.90625,319486.5,320259.875,320289.71875,321081.78125,324384.40625,323427.0,324662.6875,325651.0,327687.71875,303151.40625,312175.40625,316534.5,320456.78125,325159.90625,329750.09375,331457.21875,333509.1875,337824.1875,340807.3125,340626.8125,344074.875,345310.09375,347203.0,348178.8125,350423.8125,352206.5,352862.21875,354221.40625,357074.09375,358910.1875,359205.6875,359329.90625,359614.6875
East Bay - CA,1116836.0,1125582.0,1136543.0,1146193.0,1151577.0,1156372.0,1162675.0,1167543.0,1174511.0,1178595.0,1180558.0,1182851.0,1182763.0,1186076.0,1190804.0,1194720.0,1195866.0,1034115.0,1073417.0,1092677.0,1098738.0,1122716.0,1137117.0,1152725.0,1167276.0,1170296.0,1174459.0,1177236.0,1177840.0,1182261.0,1185725.0,1186031.0,1188148.0,1186159.0,1182849.0,1183831.0,1182474.0,1178591.0,1179482.0,1179891.0,1180154.0
El Paso - TX,304911.71875,307281.09375,309674.59375,309138.0,311286.09375,312510.8125,311556.5,313632.28125,315659.3125,317162.1875,318491.09375,320649.0,322221.0,323660.1875,325395.6875,326817.6875,327754.40625,298663.21875,311404.59375,310533.1875,313856.28125,316334.8125,321586.3125,325508.0,328280.90625,331668.09375,333923.3125,336728.78125,338845.5,341713.5,344436.875,346844.40625,350623.90625,352807.59375,354700.71875,356194.625,357709.8125,358676.21875,359135.90625,359304.28125,359790.90625
Fayetteville - NC,129204.40625,129288.8046875,129468.796875,129079.296875,129361.296875,128992.296875,129787.3984375,129867.203125,130024.3046875,130735.3046875,130201.0078125,131009.6015625,131271.5,131542.09375,132310.703125,132507.203125,132241.8125,120543.796875,126478.796875,127660.6953125,128542.6953125,129677.59375,131020.296875,131080.59375,131838.5,132341.09375,132458.609375,132299.390625,134365.703125,134940.40625,135608.5,136409.1875,136127.703125,135900.703125,135950.1875,135588.109375,135555.0,135661.109375,135590.109375,134824.703125,134691.0
Flint - MI,136085.09375,136369.90625,136816.703125,137065.59375,136618.296875,137514.09375,137084.90625,137191.1875,138244.40625,138029.796875,138328.09375,138633.796875,139059.90625,137736.203125,139940.796875,137707.5,139475.59375,109356.90625,128992.296875,130961.3984375,131543.0,131142.90625,131153.59375,135035.59375,135468.3125,135835.203125,138278.390625,139195.90625,139894.890625,140501.796875,140507.59375,140145.5,141096.609375,141543.703125,142334.90625,142444.390625,142916.59375,143350.09375,143418.5,143461.0,143448.203125
Fort Lauderdale - FL,811019.75,815617.375,820695.0,826005.8125,832759.25,836782.25,834622.9375,840697.8125,845306.25,850382.6875,856888.8125,857836.1875,858464.5,861787.75,868173.8125,874001.125,870233.25,765865.1875,801600.375,814602.75,828851.625,837585.5,850379.8125,863897.0,875754.0625,883958.375,891252.6875,900623.6875,905534.0,912658.6875,915149.875,921205.0625,923689.25,927024.875,931269.125,930508.125,935995.1875,938159.4375,938431.0,939004.875,939454.875
Fort Myers - FL,253256.5,255818.296875,258139.703125,259988.703125,262018.1875,263943.125,260441.3125,266126.3125,268501.71875,270064.21875,271726.71875,272573.21875,275557.0,277104.1875,278448.90625,281148.59375,281884.71875,253413.296875,267569.40625,270991.40625,276620.21875,281334.5,286165.5,290012.5,293647.875,298191.8125,301931.09375,294217.0,301240.375,305913.6875,308576.8125,310982.3125,313974.21875,315042.5,315323.0,313785.71875,315748.40625,316787.6875,317229.8125,317790.90625,318234.3125
Fort Wayne - IN,216858.59375,217054.90625,218574.203125,218592.890625,219940.90625,220169.0,220988.5,221916.203125,223074.796875,224565.0,224762.40625,225929.203125,226796.203125,227917.5,228036.890625,228545.703125,227181.203125,200225.296875,218372.0,218646.890625,219282.703125,220192.203125,220655.296875,225868.109375,228877.59375,230340.8125,231827.390625,233014.796875,234523.796875,235979.09375,236123.390625,236122.40625,236639.5,238176.796875,237068.796875,238299.1875,237781.6875,237824.796875,238206.40625,238337.09375,238454.609375
Fresno - CA,366671.8125,370845.0,374675.0,376456.21875,377731.0,381018.1875,383097.90625,383775.90625,388874.90625,391140.0,393234.1875,396291.59375,398174.71875,401719.59375,403162.8125,407755.5,410593.0,369736.78125,382084.0,385215.90625,387128.28125,395660.0,403290.71875,408463.71875,415662.6875,418054.1875,421220.21875,424617.40625,425247.3125,427733.0,430121.1875,432846.59375,436262.3125,438789.0,441779.6875,446163.09375,447154.0,446832.5,447726.40625,447974.625,448367.875
Grand Rapids - MI,556572.6875,558478.25,563492.0,565200.0625,569076.625,571194.5,572431.0,575497.375,579967.6875,584162.0,583656.125,585265.0625,585929.0,587210.5625,586418.5625,589165.3125,589137.8125,486629.78125,540835.875,546550.5,550440.1875,554243.6875,565166.8125,572646.9375,576872.6875,583572.0625,586801.8125,591365.875,597417.9375,602302.9375,603622.6875,603549.9375,603270.625,605108.6875,604672.625,605765.0,606333.3125,606597.0,606817.3125,607244.625,607661.5
Greensboro - NC,354605.71875,355186.8125,357053.40625,358886.28125,356925.40625,357916.09375,358739.8125,357110.0,358623.5,360096.71875,360825.59375,360700.90625,363126.8125,363855.40625,363879.40625,364353.09375,364656.71875,326496.5,341801.09375,349508.3125,350625.625,351701.5,355574.1875,356018.1875,358251.8125,361051.3125,362523.40625,362215.78125,362128.0,361761.40625,363266.6875,364425.125,365997.5,366698.21875,366400.375,365760.09375,367413.78125,369240.21875,368949.09375,368680.6875,368440.1875
Greenville - SC,407357.78125,409109.71875,411846.59375,412461.3125,414515.5,416703.3125,419685.0,421694.09375,425582.625,429511.28125,430972.1875,432514.8125,432789.875,435421.0,436548.71875,436023.71875,434061.1875,387589.0,413351.71875,420556.78125,423597.6875,423966.625,432680.3125,437577.90625,443802.0,448835.0,453578.3125,455335.125,459554.8125,459802.875,464581.5,466540.1875,468376.71875,471478.59375,473034.59375,476029.90625,478876.09375,480196.09375,481534.90625,481972.0,482375.6875
Gulfport-Biloxi-Pascagoula - MS,159652.296875,158311.40625,159458.796875,158861.6875,158722.3125,158785.296875,159277.0,159129.8125,158911.1875,160080.0,159878.40625,159675.203125,159662.59375,161214.0,161698.296875,161842.109375,163310.5,143286.0,156104.5,158867.40625,159111.609375,160049.0,162409.1875,164548.703125,165405.90625,164552.90625,165115.90625,166248.796875,167740.703125,168575.5,169635.609375,169669.203125,170243.0,170927.703125,172052.09375,172478.5,172162.5,172769.0,172885.609375,172407.5,172237.390625
Harrisburg - PA,335525.78125,336968.6875,337869.125,340218.1875,340613.71875,341904.375,342978.78125,343127.90625,343747.40625,346140.5,347102.6875,347883.0,349646.90625,350934.28125,352650.78125,353519.1875,353056.0,308677.875,329334.1875,333071.40625,334357.78125,336049.59375,338880.1875,342823.6875,348228.21875,351101.59375,354342.5,356018.875,357931.21875,359696.6875,360167.3125,362223.375,362862.6875,363592.8125,366367.0,369271.90625,370124.3125,370510.59375,371043.3125,371298.40625,371475.09375
Hartford - CT,603674.0,602527.5625,603057.375,604466.3125,605960.875,607279.0,607851.6875,606491.0625,608355.4375,610675.5,612301.0,611733.25,611124.8125,612686.5,612974.125,612633.1875,614839.4375,534090.375,567244.3125,575956.8125,578575.6875,580485.625,583660.25,586938.0,593390.0,594619.875,595282.0,595830.3125,603679.875,604733.875,606022.1875,606785.8125,607905.875,609983.8125,609051.5625,611919.0,610214.8125,609739.375,609463.8125,609274.75,608941.75
Honolulu - HI,466059.8125,466789.40625,469931.3125,468033.0,471805.90625,472328.09375,471366.6875,470331.78125,471342.28125,473411.71875,472140.90625,474264.8125,472497.59375,472985.40625,474232.78125,474759.09375,475997.1875,384574.59375,390830.90625,395484.8125,406963.09375,422434.6875,431247.5,432094.09375,437175.125,440349.5,446295.28125,450071.09375,452260.3125,453941.8125,455783.125,456632.28125,459639.5,460159.09375,463340.5,465528.0,469807.90625,471437.28125,471793.21875,470903.28125,470610.09375
Houston - TX,2990016.0,2985344.0,2984799.0,2987957.0,3002208.0,3021115.0,3017067.0,3035418.0,3053059.0,3078658.0,3096911.0,3117896.0,3135539.0,3153514.0,3168626.0,3182306.0,3191271.0,2902195.0,2953417.0,2992108.0,3005853.0,3040065.0,3090007.0,3150322.0,3180309.0,3225236.0,3271757.0,3318113.0,3351383.0,3373975.0,3385179.0,3408429.0,3421034.0,3441126.0,3435292.0,3460640.0,3481497.0,3478714.0,3483873.0,3488360.0,3493182.0
Huntsville - AL,225667.203125,226496.40625,227252.0,229141.5,230127.296875,232052.90625,233350.796875,233834.3125,235887.5,237888.3125,239284.703125,241111.0,242872.296875,244135.5,246295.8125,247413.40625,249816.0,230604.0,242132.796875,246086.109375,248684.90625,251262.890625,253876.90625,255979.40625,259814.203125,261920.28125,267876.90625,270295.90625,273228.09375,276308.0,279682.09375,282025.78125,283727.21875,285858.875,287711.6875,289504.3125,291521.78125,293018.59375,293303.40625,292899.90625,293135.71875
Indianapolis - IN,1025092.0625,1027362.0625,1037380.0,1037093.0,1041214.9375,1046850.9375,1050062.0,1054385.0,1057300.0,1060905.0,1066755.0,1069085.0,1077731.0,1080876.0,1084475.0,1090259.0,1087603.0,979656.9375,1040551.0,1052959.0,1061211.0,1064063.0,1083517.0,1098199.0,1109355.0,1114434.0,1128675.0,1135023.0,1143508.0,1149324.0,1158121.0,1164065.0,1166156.0,1172653.0,1178859.0,1179054.0,1175524.0,1182137.0,1190697.0,1191356.0,1192353.0
Inland Empire - CA,1381626.0,1391558.0,1405438.0,1415213.0,1429699.0,1442916.0,1460550.0,1473682.0,1488174.0,1501208.0,1511917.0,1518446.0,1529659.0,1542972.0,1555542.0,1578319.0,1585268.0,1412864.0,1482222.0,1517959.0,1528112.0,1561760.0,1585773.0,1615874.0,1648032.0,1654713.0,1662566.0,1663121.0,1667547.0,1678396.0,1680625.0,1694423.0,1697328.0,1701263.0,1705010.0,1712979.0,1711754.0,1714084.0,1716590.0,1719390.0,1721674.0
