Market,2016 Q1,2016 Q2,2016 Q3,2016 Q4,2017 Q1,2017 Q2,2017 Q3,2017 Q4,2018 Q1,2018 Q2,2018 Q3,2018 Q4,2019 Q1,2019 Q2,2019 Q3,2019 Q4,2020 Q1,2020 Q2,2020 Q3,2020 Q4,2021 Q1,2021 Q2,2021 Q3,2021 Q4,2022 Q1,2022 Q2,2022 Q3,2022 Q4,2023 Q1,2023 Q2,2023 Q3,2023 Q4,2024 Q1,2024 Q2,2024 Q3,2024 Q4,2025 Q1,2025 Q2,2025 Q3,2025 Q4,2026 Q1,2026 Q2 EST,2026 Q2 QTD,2026 Q3,2026 Q4,2027 Q1,2027 Q2,2027 Q3,2027 Q4,2028 Q1,2028 Q2,2028 Q3,2028 Q4,2029 Q1,2029 Q2,2029 Q3,2029 Q4,2030 Q1,2030 Q2,2030 Q3,2030 Q4,2031 Q1,2031 Q2,2031 Q3,2031 Q4,2032 Q1,2032 Q2,2032 Q3,2032 Q4,2033 Q1,2033 Q2,2033 Q3,2033 Q4,2034 Q1,2034 Q2,2034 Q3,2034 Q4,2035 Q1,2035 Q2,2035 Q3,2035 Q4,2036 Q1,2036 Q2
Akron - OH,0.00318641564808786,0.0103382719680667,-0.000377619318896905,-0.0025355126708746,0.00554089248180389,0.016485508531332,0.00128987815696746,-0.00556572759523988,0.00183822971303016,0.0206937715411186,0.00196389411576092,-0.00237692031078041,0.012969178147614,0.00964866206049919,0.00894080754369497,0.00312839215621352,0.00761379534378648,0.00570941576734185,0.013872298412025,0.00314983888529241,0.0149950804188848,0.0320944860577583,0.0144355436787009,0.0112449890002608,0.0182647407054901,0.0379715897142887,0.000309360184473917,-0.00510195596143603,0.023664703592658,0.0149185573682189,-0.00187423021998256,-0.00249683787114918,0.0191594809293747,0.0197398848831654,-0.00395277654752135,-0.000762691663112491,0.0139611745253205,0.016896728426218,-0.00557060446590185,-0.000162173091666773,0.0116784330457449,0.016160037368536,0.00571204256266356,-0.00403007492423058,-0.00254258303903043,0.00953858066350222,0.012585592456162,-0.00209321337752044,-0.00115643488243222,0.011165120638907,0.0131828533485532,-0.00156350247561932,-0.000927138433326036,0.0111347092315555,0.0128767862915993,-0.0019897015299648,-0.0012516810093075,0.0107916379347444,0.012666380032897,-0.00225100549869239,-0.00152659777086228,0.0106036020442843,0.0126970885321498,-0.00271155615337193,-0.00224689277820289,0.0103464666754007,0.0124953845515847,-0.00291724666021764,-0.00242330855689943,0.0101740965619683,0.012388626113534,-0.00306330481544137,-0.00262873596511781,0.0099666016176343,0.0121332174167037,-0.00328010320663452,-0.00276003638282418,0.0100807882845402,0.0122365579009056,-0.00313022010959685,-0.00264597567729652,0.0100427661091089,0.0121623137965798
Albany - NY,0.00277071096934378,0.00918319541960955,0.0122904535382986,-0.00179570610634983,0.000990904169157147,0.0103920130059123,0.00731428107246757,-0.006041937507689,0.00541721889749169,0.0145197845995426,0.00473399832844734,-0.00394159881398082,0.00593444518744946,0.0125665822997689,0.00966864731162786,0.00432263500988483,0.00929474830627441,0.000904124637600034,0.0118460142984986,0.00873094983398914,0.00464610429480672,0.0209347028285265,0.0129370093345642,0.0122336409986019,0.0264960955828428,0.0224725790321827,0.00670103263109922,0.00439731171354651,0.0159084144979715,0.0189433414489031,-0.000792986073065549,-0.00549395149573684,0.0219597071409225,0.0115892356261611,0.000304007437080145,0.000407066778279841,0.00962862465530634,0.0172293018549681,0.00285201799124479,0.00313146295957267,0.0112481946125627,0.0134954638779163,0.00370879517868161,-5.94137018197216e-05,0.00109701289329678,0.0087315384298563,0.0111473705619574,0.00181438075378537,0.0026002184022218,0.0102050937712193,0.0115546230226755,0.00205742614343762,0.002601467538625,0.00993621442466974,0.0111252767965198,0.00166342000011355,0.00225109187886119,0.00974281318485737,0.0109790097922087,0.00157699093688279,0.0021112288814038,0.00950928498059511,0.00998017191886902,0.000579418556299061,0.00114835030399263,0.00882006250321865,0.0099048875272274,0.000468142476165667,0.00105619849637151,0.00875052344053984,0.00978235900402069,0.000375491479644552,0.000989683088846505,0.00859797280281782,0.00968107767403126,0.000282470195088536,0.000840831140521914,0.00889784749597311,0.0100559340789914,0.000681535224430263,0.0012907903874293,0.0086715379729867,0.00972812622785568
Albuquerque - NM,0.00607302924618125,0.0108657963573933,0.0121642770245671,-0.00118572439532727,0.00622399244457483,0.0152101721614599,0.00376283936202526,-0.00173067592550069,-0.000469302700366825,0.0156008126214147,0.0158640183508396,0.000588315597269684,0.0139841083437204,0.0239889901131392,0.0214800704270601,-0.00118674768600613,0.0135910892859101,0.0138312736526132,0.0244057048112154,0.0111871641129255,0.026485463604331,0.0577721782028675,0.0457376502454281,0.0010806315112859,0.0221250802278519,0.0369237698614597,0.015897523611784,-0.00366004533134401,0.00700436905026436,0.0147302187979221,0.00183301174547523,-0.0111803142353892,0.0115037728101015,0.0147045170888305,-0.00423437030985951,0.00617251172661781,0.00655513117089868,0.00668671214953065,-0.00733402790501714,-0.0132660772651434,0.00234297197312117,0.0076080122962594,-0.00120379612781107,-0.00511216232553124,-0.0101105468347669,0.00535195833072066,0.013113534078002,-9.45860228966922e-05,-0.00596209289506078,0.00923802796751261,0.0151424761861563,0.00147906399797648,-0.00492393877357244,0.00963765103369951,0.0151048758998513,0.00133209652267396,-0.00507665751501918,0.00966713298112154,0.0152716329321265,0.00140286958776414,-0.00505534932017326,0.00953444186598063,0.015034549869597,0.00117179041262716,-0.00557647971436381,0.00900872331112623,0.0150782316923141,0.00115153531078249,-0.00553657254204154,0.00899874232709408,0.0151286348700523,0.00113843311555684,-0.00555460806936026,0.00903729163110256,0.0151202864944935,0.00114928104449064,-0.00552183296531439,0.00904829986393452,0.015060443431139,0.00105597032234073,-0.00564015097916126,0.00919417571276426,0.0152586437761784
Anchorage - AK,-0.0111387455835938,-0.0254969261586666,-0.0140032637864351,-0.0115641737356782,-0.00456505827605724,0.00173152377828956,-0.00348380883224308,0.0129017783328891,0.00585675099864602,0.0148117290809751,-0.00362255959771574,0.00120847823563963,-0.00101751438342035,0.0130582898855209,0.00308708124794066,0.00901164393872023,0.0280534084886312,-0.0075093312188983,0.00897305365651846,0.0070537650026381,0.0109316678717732,0.0296423230320215,0.0375918932259083,0.0174097307026386,0.0329708307981491,0.0526913516223431,-0.000648250163067132,-0.00216322857886553,0.0112641854211688,0.0509589537978172,0.00766724441200495,-0.0145574454218149,0.0132043771445751,0.0193114336580038,0.0103564392775297,-0.00479673407971859,0.00560158491134644,0.0203898176550865,-0.00307118892669678,0.000693103764206171,0.00231544766575098,0.0149393863976002,0.00253864540718496,-0.00503925094380975,-0.00672863889485598,0.00903748907148838,0.0171892996877432,-0.00285655027255416,-0.00480163982138038,0.0111017413437366,0.0178436245769262,-0.00234019570052624,-0.00443404307588935,0.0112775564193726,0.0177285764366388,-0.00253114686347544,-0.0045837638899684,0.0111853331327438,0.0177279021590948,-0.00248781894333661,-0.00454588606953621,0.0111635494977236,0.0173830650746822,-0.00295533845201135,-0.00500948866829276,0.0107408436015248,0.0173243395984173,-0.00307234120555222,-0.00519494013860822,0.0105925500392914,0.0172257870435715,-0.0031255332287401,-0.00518743926659226,0.0106012001633644,0.0172219891101122,-0.00317788403481245,-0.00524146854877472,0.0105115929618478,0.0171256940811872,-0.00326292053796351,-0.005327592138201,0.0107125025242567,0.0173194017261267
Asheville - NC,0.00318560726009309,0.0116849513724446,0.00864288304001093,0.0066494969651103,-0.00693879462778568,0.012040794827044,0.00934916920959949,0.00303426897153258,-0.00135897670406848,0.0225384831428528,0.0111569464206696,0.00226935534738004,0.0126467477530241,0.00781541876494884,0.010027770884335,-0.00220888433977962,0.00777338910847902,-0.00292846583761275,0.00582392327487469,0.0210123788565397,0.0192566122859716,0.0441774278879166,0.0373478792607784,0.0139129497110844,0.0166495032608509,0.0312761589884758,0.00851143058389425,-0.000332586030708626,0.00903030578047037,-0.00182768586091697,0.00487289298325777,0.00111472071148455,0.00566466292366385,0.00934705417603254,-0.0131575232371688,0.00119906256441027,-0.0310357604175806,-0.00218130531720817,-0.0150154381990433,-0.0190770104527473,-0.0199528075754642,0.0087515190243721,0.00275961169973016,-0.00363928941078484,-0.00602660560980439,0.00376133131794631,0.00702496711164713,-0.000110899643914308,-0.000986426370218396,0.00825601629912853,0.00994601380079985,0.00218517053872347,0.000576211139559746,0.00884741079062223,0.00993869360536337,0.00189539103303105,0.000418425363022834,0.00894011743366718,0.0102494433522224,0.00225952011533082,0.000670124019961804,0.00909135770052671,0.00952507182955742,0.000338061538059264,-8.60136970004532e-06,0.00836032349616289,0.00963202957063913,0.00277611427009106,0.000701448647305369,0.00910643767565489,0.00957786571234465,0.00155713979620486,2.36558480537497e-05,0.008359519764781,0.00963467825204134,0.00151401222683489,0.000221539070480503,0.00866314861923456,0.00967555120587349,0.00151267671026289,0.000224571005674079,0.00842467229813337,0.00939571112394333
Atlanta - GA,0.00907306186854839,0.014854391105473,0.0132687101140618,0.00130063912365586,0.00823134463280439,0.015790980309248,0.0069235353730619,-0.0014220968587324,0.0131304292008281,0.0204356703907251,0.0148885427042842,0.000335329852532595,0.012728001922369,0.0137536451220512,0.0149225424975157,0.00124650308862329,0.00255466788075864,-0.00175344210583717,0.0189011581242085,0.0152016654610634,0.0279303546994925,0.0637166723608971,0.0470816604793072,0.0106148384511471,0.0139106595888734,0.023470988497138,-0.00661978451535106,-0.0130051467567682,0.00713958591222763,-0.00286292401142418,-0.0177333131432533,-0.0128862047567964,0.00316646485589445,0.000340743776177987,-0.0137743167579174,-0.0081775663420558,0.00543518597260118,0.00452287215739489,-0.00832825712859631,-0.0121517470106483,0.00270662945695221,0.011331276036799,0.00241531478241086,-0.00166039890609682,-0.00516292033717036,0.00933812465518713,0.0120307300239801,-0.000915347074624151,-0.00375894294120371,0.0117786424234509,0.0129237985238433,-5.95539058849681e-05,-0.00329474150203168,0.0119251059368253,0.0128091732040048,-0.000282973080174997,-0.0033499130513519,0.0120782749727368,0.0131126493215561,3.20084218401462e-05,-0.00308362883515656,0.0122884446755052,0.0125305652618408,-0.000103233454865403,-0.00352199771441519,0.0116528254002333,0.0127127449959517,-1.81345112650888e-05,-0.00338347419165075,0.011745672672987,0.0128351002931595,0.000132062341435812,-0.00324745429679751,0.0118978461250663,0.0128973498940468,0.000207117627724074,-0.00322784297168255,0.0119301183149219,0.0129410140216351,0.00019368865469005,-0.00327031989581883,0.0118925916031003,0.0129061471670866
Augusta - GA,0.0100216902792454,0.00736143812537193,0.00859146751463413,-0.00962211657315493,0.00972005538642406,0.0134921995922923,0.00698361452668905,0.000913215626496822,0.0107932630926371,0.0141346296295524,0.00680780876427889,-0.00384104624390602,0.0120158679783344,0.0135987093672156,0.0173421576619148,0.0114464154466987,0.0113040404394269,0.0123427854850888,0.0162606723606586,0.0088186040520668,0.0171649772673845,0.0252733808010817,0.0239407680928707,0.0154187809675932,0.0209468360990286,0.0193485859781504,0.0056984587572515,-0.0164001956582069,0.00562155013903975,0.0147735849022865,-0.000625288696028292,-0.0123737975955009,0.00684793340042233,0.00837266817688942,-0.00080348044866696,0.019350802525878,0.00776721863076091,0.00951268896460533,-0.00670468574389815,-0.0114836925640702,0.00891104154288769,0.00706082722172141,0.00422586034983397,-0.00405034888535738,-0.00396093167364597,0.00601353030651808,0.00824117939919233,-0.000154667082824744,0.000634063151665032,0.0101356469094753,0.0104990852996707,0.0015026651090011,0.00158518785610795,0.0102260867133737,0.0101814996451139,0.00103493849746883,0.00117251160554588,0.0101015027612448,0.0102150812745094,0.00111971283331513,0.00114487914834172,0.0099975299090147,0.00962118431925774,-0.000557787483558059,0.000481228169519454,0.00935094431042671,0.00961342640221119,0.00180209137033671,0.00110900809522718,0.0100094005465508,0.00950479507446289,0.000470957340439782,0.000340370694175363,0.00915991794317961,0.00940137449651957,0.000376895477529615,0.000490355829242617,0.00948215555399656,0.00948123447597027,0.000403949350584298,0.000524596718605608,0.00942366104573011,0.0093966806307435
Austin - TX,0.0077648269943893,0.00625258591026068,0.00582278519868851,-0.00373948970809579,0.00744458008557558,0.012601432390511,-0.00165091804228723,-0.00655820919200778,0.00724418787285686,0.0230895802378654,0.0121036721393466,-0.00438679568469524,0.0118558695539832,0.0192154310643673,0.0148308668285608,0.00177455763332546,0.00595150422304869,-0.0141067402437329,-0.00170504814013839,0.0031725203152746,0.0330119356513023,0.0662782713770866,0.0364919863641262,0.00970396865159273,0.0228684898465872,0.0266139712184668,-0.010144030675292,-0.0126621508970857,0.00308419927023351,-0.000945976295042783,-0.0286953654140234,-0.0205552037805319,-0.00417601969093084,-0.00686189811676741,-0.0261867195367813,-0.0156110096722841,-0.00305283116176724,-0.00331575120799243,-0.02961041405797,-0.0206303540617228,0.00318623590283096,0.00956622324883938,0.00273132580332458,-0.00630853977054358,-0.00804867874830961,0.00810754299163818,0.0124641759321094,-0.00312806386500597,-0.00419412925839424,0.0124538745731115,0.0136949066072702,-0.0025245719589293,-0.00424604536965489,0.0120153948664665,0.0129135008901358,-0.00323607702739537,-0.00460760667920113,0.0120332129299641,0.0131869576871395,-0.00289508327841759,-0.00426660245284438,0.0122439749538898,0.0122625008225441,-0.00360324745997787,-0.00511082680895925,0.0111921727657318,0.012680733576417,-0.00324555370025337,-0.00482847495004535,0.0114235617220402,0.0129521070048213,-0.00309860822744668,-0.00461654178798199,0.0115865487605333,0.0130729926750064,-0.0029607426840812,-0.00457555986940861,0.0116832414641976,0.0131052518263459,-0.00298545532859862,-0.0046101869083941,0.0116192055866122,0.0130410194396973
Bakersfield - CA,0.00438205199316144,0.010235533118248,0.00768839800730348,0.00331288436427712,0.00663275038823485,0.0120061300694942,0.00843524374067783,0.0068020005710423,0.00545429391786456,0.0118729341775179,0.0129930898547173,0.00875386502593756,0.00729828886687756,0.011438756249845,0.0137994652613997,0.0064464183524251,0.00702821835875511,0.00922755990177393,0.0138899106532335,0.0163348708301783,0.018677594140172,0.029729213565588,0.0480779111385345,0.0264632496982813,0.01856779307127,0.0174444485455751,0.0126247871667147,0.00203984510153532,0.0103896968066692,0.00334931723773479,0.0121080735698342,0.00211034016683698,-0.000425847887527198,0.00776818627491593,0.006636131554842,0.00033851433545351,0.0017128421459347,0.00253965938463807,0.00186846836004406,0.00196608994156122,0.00592091958969831,0.00856756791472435,0.00481043150648475,0.00233689625747502,0.00108621874824166,0.00457157241180539,0.00690327817574143,0.00440464774146676,0.00332644698210061,0.00694061536341906,0.0079423263669014,0.00524486508220434,0.00389212183654308,0.0072356085292995,0.00796360429376364,0.0052049015648663,0.00389105011709034,0.00729400245472789,0.00806669145822525,0.00529485195875168,0.00396371353417635,0.0073000336997211,0.00764990225434303,0.00490400427952409,0.0036522748414427,0.00694426475092769,0.00772768910974264,0.0049115982837975,0.00359638640657067,0.00690682278946042,0.00767468241974711,0.00489871297031641,0.00363318040035665,0.00692567089572549,0.00769593939185143,0.00490247271955013,0.00363646703772247,0.00692619010806084,0.00768169341608882,0.00482984771952033,0.00356524321250618,0.00685404799878597,0.00760636758059263
Baltimore - MD,0.00900336913764477,0.0110189812257886,-0.00865832529962063,-0.00384945957921445,0.010147494263947,0.0130754625424743,-0.00262679462321103,-0.0036129851359874,0.00566105172038078,0.0171971414238214,0.00706930132582784,-0.00250584702007473,0.0113248955458403,0.017098305746913,0.0104349935427308,-0.00403557019308209,0.010936033912003,0.0040687364526093,0.0118159716948867,0.00723709538578987,0.0257579237222672,0.044607400894165,0.0274138730019331,0.00479702651500702,0.0174551885575056,0.017240758985281,-0.0036426077131182,-0.00374033348634839,0.0165220070630312,0.00511207804083824,-0.00918810628354549,-0.00232066819444299,0.0157291181385517,0.0163845922797918,-0.00315408268943429,-0.00243919668719172,0.0122639387845993,0.00778041314333677,-0.00771710695698857,-0.00665851216763258,0.0120547516271472,0.00783991254866123,0.0013093895977363,-0.00770271103829145,-0.00561219360679388,0.0109427021816373,0.0119969788938761,-0.0042857495136559,-0.00249913451261818,0.0138586526736617,0.0133287124335766,-0.00318049523048103,-0.00169051892589778,0.01424556132406,0.0134440902620554,-0.00324050104245543,-0.00175016419962049,0.0142563385888934,0.0134928524494171,-0.00320395175367594,-0.00180148286744952,0.0141313560307026,0.0130542414262891,-0.0036127301864326,-0.002095170551911,0.0137567492201924,0.0130796693265438,-0.00364324683323503,-0.00213004252873361,0.0136926891282201,0.0130362287163734,-0.0036857039667666,-0.00224241381511092,0.0136740580201149,0.0129628460854292,-0.00374820618890226,-0.00228335405699909,0.0135714514181018,0.0128795970231295,-0.00382598396390676,-0.00238743447698653,0.0134897353127599,0.012765665538609
