Market,1,3,5,10,1 Yr. Ranking,3 Yr. Ranking,5 Yr. Ranking,10 Yr. Ranking
,1.0047327762061922,1.0551399230773604,1.0932460568549327,1.1775616365274617,74,106,116,132
